year,证券代码,代码,公司名称,ESG综合评级
2022,600755,600755.SH,厦门国贸,B+
2023,600755,600755.SH,厦门国贸,B+
2018,600757,600757.SH,长江传媒,C+
2019,600757,600757.SH,长江传媒,C+
2020,600757,600757.SH,长江传媒,B-
2018,600759,600759.SH,洲际油气,C+
2019,600759,600759.SH,洲际油气,C+
2018,600760,600760.SH,中航沈飞,B
2019,600760,600760.SH,中航沈飞,B
2020,600760,600760.SH,中航沈飞,B
2021,600760,600760.SH,中航沈飞,B
2022,600760,600760.SH,中航沈飞,B
2023,600760,600760.SH,中航沈飞,B+
2019,600763,600763.SH,通策医疗,B-
2021,600763,600763.SH,通策医疗,B
2022,600763,600763.SH,通策医疗,B
2023,600763,600763.SH,通策医疗,B
2021,600764,600764.SH,中国海防,B-
2022,600764,600764.SH,中国海防,B-
2023,600764,600764.SH,中国海防,B-
2018,600765,600765.SH,中航重机,B-
2019,600765,600765.SH,中航重机,B
2020,600765,600765.SH,中航重机,B-
2021,600765,600765.SH,中航重机,B-
2022,600765,600765.SH,中航重机,B-
2023,600765,600765.SH,中航重机,B+
2018,600770,600770.SH,综艺股份,B-
2019,600770,600770.SH,综艺股份,B-
2020,600770,600770.SH,综艺股份,B-
2018,600773,600773.SH,西藏城投,B-
2020,600776,600776.SH,东方通信,B-
2021,600776,600776.SH,东方通信,B-
2018,600777,600777.SH,新潮能源,B-
2019,600777,600777.SH,新潮能源,B-
2020,600777,600777.SH,新潮能源,B-
2019,600779,600779.SH,水井坊,B-
2020,600779,600779.SH,水井坊,B-
2021,600779,600779.SH,水井坊,B-
2019,600782,600782.SH,新钢股份,B-
2020,600782,600782.SH,新钢股份,B
2021,600782,600782.SH,新钢股份,B
2022,600782,600782.SH,新钢股份,B
2023,600782,600782.SH,新钢股份,B-
2015,600783,600783.SH,鲁信创投,C+
2016,600783,600783.SH,鲁信创投,C+
2018,600787,600787.SH,中储股份,C+
2019,600787,600787.SH,中储股份,B-
2020,600787,600787.SH,中储股份,B
2021,600787,600787.SH,中储股份,B+
2022,600787,600787.SH,中储股份,B+
2015,600795,600795.SH,国电电力,B-
2016,600795,600795.SH,国电电力,C+
2017,600795,600795.SH,国电电力,B
2018,600795,600795.SH,国电电力,B
2019,600795,600795.SH,国电电力,B-
2020,600795,600795.SH,国电电力,B
2021,600795,600795.SH,国电电力,B
2022,600795,600795.SH,国电电力,B
2023,600795,600795.SH,国电电力,B
2018,600801,600801.SH,华新水泥,C+
2019,600801,600801.SH,华新水泥,B-
2020,600801,600801.SH,华新水泥,B-
2021,600801,600801.SH,华新水泥,B-
2022,600801,600801.SH,华新水泥,B
2023,600801,600801.SH,华新水泥,B-
2021,600803,600803.SH,新奥股份,B-
2023,600803,600803.SH,新奥股份,A-
2015,600804,600804.SH,鹏博士,B-
2016,600804,600804.SH,鹏博士,B-
2017,600804,600804.SH,鹏博士,B-
2018,600804,600804.SH,鹏博士,B-
2019,600804,600804.SH,鹏博士,C+
2020,600804,600804.SH,鹏博士,B-
2021,600804,600804.SH,鹏博士,B-
2018,600808,600808.SH,马钢股份,B+
2019,600808,600808.SH,马钢股份,B+
2020,600808,600808.SH,马钢股份,B+
2021,600808,600808.SH,马钢股份,B+
2022,600808,600808.SH,马钢股份,A-
2023,600808,600808.SH,马钢股份,A-
2015,600809,600809.SH,山西汾酒,B
2015,600809,600809.SH,山西汾酒,B
2015,600809,600809.SH,山西汾酒,B
2018,600809,600809.SH,山西汾酒,B-
2019,600809,600809.SH,山西汾酒,B-
2020,600809,600809.SH,山西汾酒,B-
2021,600809,600809.SH,山西汾酒,B
2022,600809,600809.SH,山西汾酒,B
2023,600809,600809.SH,山西汾酒,B
2018,600811,600811.SH,东方集团,C+
2019,600811,600811.SH,东方集团,C+
2020,600811,600811.SH,东方集团,B-
2021,600811,600811.SH,东方集团,C+
2022,600811,600811.SH,东方集团,C+
2016,600816,600816.SH,安信信托,B-
2017,600816,600816.SH,安信信托,B-
2018,600816,600816.SH,安信信托,B
2019,600816,600816.SH,安信信托,B-
2016,600820,600820.SH,隧道股份,B+
2017,600820,600820.SH,隧道股份,B+
2018,600820,600820.SH,隧道股份,B+
2019,600820,600820.SH,隧道股份,B
2020,600820,600820.SH,隧道股份,B-
2021,600820,600820.SH,隧道股份,B-
2022,600820,600820.SH,隧道股份,B-
2023,600820,600820.SH,隧道股份,B-
2018,600823,600823.SH,世茂股份,C+
2019,600823,600823.SH,世茂股份,B
2020,600823,600823.SH,世茂股份,B-
2021,600823,600823.SH,世茂股份,B
2022,600823,600823.SH,世茂股份,B-
2015,600827,600827.SH,百联股份,C+
2016,600827,600827.SH,百联股份,C+
2017,600827,600827.SH,百联股份,C+
2018,600827,600827.SH,百联股份,B
2019,600827,600827.SH,百联股份,B
2020,600827,600827.SH,百联股份,B
2021,600827,600827.SH,百联股份,B
2022,600827,600827.SH,百联股份,B
2023,600827,600827.SH,百联股份,B
2018,600835,600835.SH,上海机电,B
2019,600835,600835.SH,上海机电,B
2020,600835,600835.SH,上海机电,B
2021,600835,600835.SH,上海机电,B
2022,600835,600835.SH,上海机电,B
2015,600837,600837.SH,海通证券,B-
2016,600837,600837.SH,海通证券,B-
2017,600837,600837.SH,海通证券,B
2018,600837,600837.SH,海通证券,B+
2019,600837,600837.SH,海通证券,B+
2020,600837,600837.SH,海通证券,B+
2021,600837,600837.SH,海通证券,B+
2022,600837,600837.SH,海通证券,A-
2023,600837,600837.SH,海通证券,A-
2015,600839,600839.SH,四川长虹,C+
2016,600839,600839.SH,四川长虹,C
2017,600839,600839.SH,四川长虹,C
2018,600839,600839.SH,四川长虹,C+
2019,600839,600839.SH,四川长虹,B-
2020,600839,600839.SH,四川长虹,B-
2021,600839,600839.SH,四川长虹,B-
2022,600839,600839.SH,四川长虹,B
2023,600839,600839.SH,四川长虹,B
2019,600845,600845.SH,宝信软件,B
2020,600845,600845.SH,宝信软件,B
2021,600845,600845.SH,宝信软件,B
2022,600845,600845.SH,宝信软件,B
2023,600845,600845.SH,宝信软件,B
2018,600848,600848.SH,上海临港,B-
2019,600848,600848.SH,上海临港,B
2020,600848,600848.SH,上海临港,B
2021,600848,600848.SH,上海临港,B
2022,600848,600848.SH,上海临港,B
2023,600848,600848.SH,上海临港,B
2018,600859,600859.SH,王府井,B-
2019,600859,600859.SH,王府井,C+
2020,600859,600859.SH,王府井,C+
2021,600859,600859.SH,王府井,C+
2022,600859,600859.SH,王府井,C+
2023,600859,600859.SH,王府井,C+
2018,600862,600862.SH,中航高科,C+
2019,600862,600862.SH,中航高科,C+
2020,600862,600862.SH,中航高科,C+
2021,600862,600862.SH,中航高科,B-
2022,600862,600862.SH,中航高科,C+
2023,600862,600862.SH,中航高科,B-
2015,600863,600863.SH,内蒙华电,C+
2016,600863,600863.SH,内蒙华电,B-
2016,600863,600863.SH,内蒙华电,B-
2018,600863,600863.SH,内蒙华电,B
2019,600863,600863.SH,内蒙华电,B
2020,600863,600863.SH,内蒙华电,B
2021,600863,600863.SH,内蒙华电,B-
2022,600863,600863.SH,内蒙华电,C+
2023,600863,600863.SH,内蒙华电,C+
2015,600867,600867.SH,通化东宝,B-
2016,600867,600867.SH,通化东宝,B-
2018,600867,600867.SH,通化东宝,B
2019,600867,600867.SH,通化东宝,B-
2020,600867,600867.SH,通化东宝,B-
2021,600867,600867.SH,通化东宝,B
2022,600867,600867.SH,通化东宝,B+
2023,600867,600867.SH,通化东宝,B+
2018,600869,600869.SH,远东股份,B-
2019,600869,600869.SH,远东股份,B-
2020,600869,600869.SH,远东股份,B-
2016,600871,600871.SH,石化油服,B
2017,600871,600871.SH,石化油服,B+
2021,600871,600871.SH,石化油服,B+
2022,600871,600871.SH,石化油服,B+
2023,600871,600871.SH,石化油服,B
2018,600872,600872.SH,中炬高新,B-
2019,600872,600872.SH,中炬高新,B
2021,600872,600872.SH,中炬高新,B
2015,600873,600873.SH,梅花生物,C+
2016,600873,600873.SH,梅花生物,B-
2023,600873,600873.SH,梅花生物,A-
2018,600874,600874.SH,创业环保,B+
2019,600874,600874.SH,创业环保,B+
2020,600874,600874.SH,创业环保,B+
2015,600875,600875.SH,东方电气,B
2016,600875,600875.SH,东方电气,B
2018,600875,600875.SH,东方电气,B+
2019,600875,600875.SH,东方电气,B+
2020,600875,600875.SH,东方电气,B
2021,600875,600875.SH,东方电气,B
2022,600875,600875.SH,东方电气,B+
2023,600875,600875.SH,东方电气,B+
2018,600879,600879.SH,航天电子,B
2019,600879,600879.SH,航天电子,B
2020,600879,600879.SH,航天电子,B
2021,600879,600879.SH,航天电子,B
2022,600879,600879.SH,航天电子,B
2023,600879,600879.SH,航天电子,B
2018,600881,600881.SH,亚泰集团,C
2019,600881,600881.SH,亚泰集团,C+
2020,600881,600881.SH,亚泰集团,C+
2021,600881,600881.SH,亚泰集团,C+
2018,600884,600884.SH,杉杉股份,B-
