证券代码,证券简称,综合评级,年度,综合得分,E评级,E得分,S评级,S得分,G评级,G得分
600791.SH,京能置业,BB,2011,76.51,C,58.26,BB,78.89,BBB,80.28
600792.SH,云煤能源,CCC,2011,67.3,C,59.4,CCC,67.33,B,71.3
600793.SH,宜宾纸业,CCC,2011,65.67,C,50.52,CCC,59.44,BB,77.6
600794.SH,保税科技,CC,2011,64.32,C,53.79,CC,40.89,BBB,80.57
600795.SH,国电电力,BBB,2011,80.71,CCC,67.23,BBB,86.26,BBB,83.86
600796.SH,钱江生化,B,2011,73.33,CC,60.28,B,68.19,BBB,83.46
600797.SH,浙大网新,BB,2011,78.8,CCC,68.3,BB,82.66,BBB,82.41
600798.SH,宁波海运,B,2011,71.71,C,59.31,B,58.16,BBB,84.64
600800.SH,渤海化学,CCC,2011,65.65,C,54.3,CCC,53.04,BB,79.95
600801.SH,华新水泥,B,2011,72.19,C,57.45,B,70.82,BBB,80.64
600802.SH,福建水泥,B,2011,74.61,C,57.67,B,75.54,BBB,82.64
600803.SH,新奥股份,B,2011,71.96,CC,64.51,B,71.6,BB,76.01
600804.SH,ST鹏博士,BB,2011,76.78,CC,62.16,BB,72.27,A,86.2
600805.SH,悦达投资,B,2011,70.84,CC,61.03,B,63,BBB,80.51
600807.SH,济南高新,B,2011,74.56,CC,61.64,B,79.73,B,73.92
600808.SH,马钢股份,BB,2011,77.44,CCC,65.16,BB,71.61,A,87.65
600809.SH,山西汾酒,B,2011,71.9,C,54.24,B,72.04,BBB,80.82
600810.SH,神马股份,B,2011,71.27,C,59.25,B,67.96,BB,79.65
600811.SH,东方集团,BBB,2011,80.91,CCC,66.87,BBB,100,BBB,80.65
600812.SH,华北制药,BB,2011,79.05,CCC,68.04,BB,76.53,A,86.37
600814.SH,杭州解百,BBB,2011,81.16,B,71.51,BBB,100,BB,79.11
600815.SH,厦工股份,B,2011,73.06,C,56.03,B,74.18,BBB,81
600816.SH,ST安信,BB,2011,79.74,B,70.88,BB,78.33,BBB,84.95
600817.SH,宇通重工,B,2011,73.13,C,56.69,B,74.71,BB,77.04
600818.SH,中路股份,CCC,2011,68.16,C,55.88,CCC,53.04,BBB,84.63
600819.SH,耀皮玻璃,B,2011,72.32,C,54.58,B,64.8,A,86.45
600820.SH,隧道股份,B,2011,71.21,CC,61.91,B,71.35,BB,75.71
600821.SH,金开新能,B,2011,72.44,C,48.04,B,90.23,BB,77.03
600822.SH,上海物贸,B,2011,71.87,C,55.34,B,75.58,BB,77.72
600823.SH,世茂股份,BB,2011,77.95,C,58.04,BB,83.9,BB,78.88
600824.SH,益民集团,B,2011,71.95,C,48.52,B,85.35,BB,77.56
600825.SH,新华传媒,BB,2011,76.81,C,57.02,BB,75.19,A,87.67
600826.SH,兰生股份,CCC,2011,67.83,CC,61.21,CCC,80.46,CCC,66.51
600827.SH,百联股份,BB,2011,78.55,C,57.33,BB,100,BBB,80.57
600828.SH,茂业商业,B,2011,71.19,C,55.53,B,85.35,B,73.24
600829.SH,人民同泰,BB,2011,79.57,CCC,67.86,BB,90.23,BBB,81.08
600830.SH,香溢融通,B,2011,70.62,C,52.21,B,69.74,BBB,82.84
600831.SH,广电网络,BB,2011,77.4,C,59.81,BB,79.98,A,85.17
600833.SH,第一医药,B,2011,71.69,C,47.58,B,80.46,BB,79.11
600834.SH,申通地铁,CCC,2011,69.26,C,57.1,CCC,57.48,BBB,81.29
600835.SH,上海机电,BB,2011,75.59,CC,61.44,BB,69.89,A,86.65
600836.SH,上海易连,B,2011,73.37,C,58.28,B,71.12,BBB,82.59
600837.SH,海通证券,BBB,2011,81.77,CCC,65.79,BBB,83.17,A,88.4
600838.SH,上海九百,B,2011,70.77,C,47.58,B,75.58,BB,79.11
600839.SH,四川长虹,BBB,2011,80.33,BBB,80.15,BBB,78.11,BBB,81.92
600841.SH,动力新科,CCC,2011,66.33,C,48.79,CCC,56.63,BBB,81.82
600843.SH,上工申贝,CCC,2011,67.7,C,54.24,CCC,55.75,BBB,82.64
600844.SH,丹化科技,CCC,2011,68.88,C,48.79,CCC,63.69,BBB,82.64
600845.SH,宝信软件,BBB,2011,80.66,BBB,82.77,BBB,81.9,BB,79.03
600846.SH,同济科技,B,2011,70.2,C,55.62,B,63.51,BBB,81.92
600847.SH,万里股份,CCC,2011,66.3,C,56.43,CCC,60.1,BB,75.52
600848.SH,上海临港,B,2011,74.32,CCC,65.02,B,77.64,B,74.24
600850.SH,电科数字,B,2011,71.82,C,50.44,B,75.76,BBB,80.91
600851.SH,海欣股份,CCC,2011,68.72,C,50.66,CCC,62.27,BBB,82.28
600853.SH,龙建股份,B,2011,72.47,C,58.87,B,72.81,BB,78.96
600854.SH,春兰股份,CCC,2011,66.44,CC,63.05,CCC,55.39,BB,75.63
600855.SH,航天长峰,CCC,2011,68.8,C,52.21,CCC,65.28,BB,79.65
600857.SH,宁波中百,CCC,2011,67.44,C,51.55,CCC,75.58,B,71.55
600858.SH,银座股份,BBB,2011,81.84,CCC,67.86,BBB,100,BBB,81.85
600859.SH,王府井,BB,2011,76.28,C,55.53,BB,90.23,BBB,80.57
600860.SH,京城股份,B,2011,70.05,C,55.82,B,58.1,A,85.37
600861.SH,北京城乡,BB,2011,76.91,C,53.54,BB,85.35,BBB,84.12
600862.SH,中航高科,B,2011,71.57,C,52.51,B,67.84,BBB,83.81
600863.SH,内蒙华电,B,2011,72.24,CC,61.13,B,63.86,BBB,82.51
600864.SH,哈投股份,BB,2011,76.92,CCC,67.64,BB,67.68,A,87.78
600865.SH,百大集团,B,2011,73.01,C,53.35,B,80.46,BB,78.96
600866.SH,星湖科技,B,2011,72.86,C,57.61,B,68.7,BBB,83.46
600867.SH,通化东宝,B,2011,73.49,CC,60.98,B,68.7,BBB,83.1
600868.SH,梅雁吉祥,B,2011,74.55,C,53.65,B,76.57,BBB,83.35
600869.SH,远东股份,CCC,2011,66.29,CC,60.37,CCC,73.4,CC,64.52
600871.SH,石化油服,BB,2011,76.82,CC,64.6,BB,75.21,BBB,83.91
600872.SH,中炬高新,BB,2011,77.08,CC,63.74,BB,74.89,A,85.37
600873.SH,梅花生物,B,2011,72.89,C,50.52,B,72.92,BBB,84.28
600874.SH,创业环保,BB,2011,78.23,CC,64.8,BB,76.87,A,85.44
600875.SH,东方电气,B,2011,74.16,CC,63.41,B,70.11,BBB,82.38
600876.SH,洛阳玻璃,B,2011,71.59,CC,64.48,B,63.43,BBB,80.71
600877.SH,声光电科,CCC,2011,67.03,CC,62.72,CCC,65.39,B,70.33
600879.SH,航天电子,B,2011,72.87,CCC,65.05,B,68.47,BB,79.82
600880.SH,博瑞传播,BB,2011,79.57,C,48.18,BB,79.16,AA,94.67
600881.SH,亚泰集团,BB,2011,77.81,CC,61.65,BB,79.62,BBB,84.84
600882.SH,妙可蓝多,CC,2011,64.06,CC,60.98,CC,55.75,B,71.24
600883.SH,博闻科技,BB,2011,75.03,C,55.88,BB,70.45,A,87.91
600884.SH,杉杉股份,BB,2011,76.65,CCC,69.89,BB,69.63,BBB,84.84
600885.SH,宏发股份,CCC,2011,68.62,CC,60.09,CCC,61.55,BB,77.75
600886.SH,国投电力,BB,2011,77.19,CCC,65.31,BB,83.31,BB,79.24
600887.SH,伊利股份,B,2011,73.43,C,57.82,B,72.54,BBB,82
600888.SH,新疆众和,B,2011,75,CCC,65.02,B,66.74,A,85.66
600889.SH,南京化纤,BB,2011,77.24,B,72.08,BB,77.16,BB,79.92
600892.SH,大晟文化,CC,2011,64.15,C,50.44,CC,72.96,CCC,67.18
600893.SH,航发动力,B,2011,74.16,B,70.67,B,72.26,BB,77.21
600894.SH,广日股份,CCC,2011,66.31,C,57.45,CCC,66.47,B,70.72
600895.SH,张江高科,BBB,2011,83.39,B,73.29,BBB,82.48,A,88.66
600897.SH,厦门空港,B,2011,72.82,CC,63.81,B,59.63,BBB,83.7
600898.SH,国美通讯,CCC,2011,67.01,C,48.92,CCC,58.2,BBB,82.17
600900.SH,长江电力,BBB,2011,80.76,CC,62.02,BBB,81.59,A,89.22
600960.SH,渤海汽车,B,2011,70.06,C,55.88,B,69.96,BB,77.37
600961.SH,株冶集团,B,2011,71.95,CC,60.98,B,65.61,BBB,81.82
600962.SH,国投中鲁,BB,2011,77.17,CCC,67.46,BB,74.74,BBB,83.76
600963.SH,岳阳林纸,B,2011,73.34,CCC,69.05,B,60.1,BBB,84.45
600965.SH,福成股份,CCC,2011,68.07,CC,62.02,CCC,58.31,BBB,83.87
600966.SH,博汇纸业,BB,2011,75.59,CC,63.39,BB,71.12,BBB,84.84
600967.SH,内蒙一机,CCC,2011,67.79,C,59.56,CCC,60.1,BB,77.19
600969.SH,郴电国际,BBB,2011,80.92,C,59.24,BBB,85.09,A,88.8
600970.SH,中材国际,BB,2011,78.27,B,70.15,BB,79.81,BBB,81.23
600971.SH,恒源煤电,B,2011,73.16,C,52.56,B,75.79,BBB,81.14
600973.SH,宝胜股份,BB,2011,78.51,CCC,67.25,BB,75.65,A,86.19
600975.SH,新五丰,CCC,2011,69.31,CC,64.22,CCC,52.81,AA,93.73
600976.SH,健民集团,BB,2011,76,C,55.34,BB,80.46,BBB,83.36
600979.SH,广安爱众,BB,2011,75.71,CC,61.22,BB,76.44,BBB,82.21
600980.SH,北矿科技,BB,2011,76.12,CCC,65.02,BB,69.85,A,86.01
600981.SH,汇鸿集团,BB,2011,75.56,C,59.22,BB,90.23,BB,77.72
600982.SH,宁波能源,B,2011,70.51,C,55.91,B,62.02,BBB,82.51
600983.SH,惠而浦,BB,2011,78.14,CCC,69.72,BB,76.74,BBB,83.38
600984.SH,建设机械,CC,2011,64.72,C,56.06,CC,53.04,BB,77.01
600985.SH,淮北矿业,B,2011,70.78,C,49.91,B,73.67,BB,78.7
600986.SH,浙文互联,CCC,2011,65.93,B,70.26,CCC,84.37,C,55.52
600987.SH,航民股份,BBB,2011,81.72,B,73.92,BBB,75.56,A,89.85
600988.SH,赤峰黄金,CCC,2011,67.12,C,51.24,CCC,67.35,B,74.6
600990.SH,四创电子,CCC,2011,69.81,C,52.51,CCC,71.01,BB,77.83
600992.SH,贵绳股份,B,2011,74.63,CC,64.89,B,70.13,BBB,82.64
600993.SH,马应龙,BBB,2011,80.48,CCC,65.68,BBB,95.12,BBB,82.01
600995.SH,南网储能,BB,2011,78.74,CC,61.76,BB,79.26,A,86.53
600997.SH,开滦股份,B,2011,73.07,CC,60.98,B,65.61,BBB,84.28
600998.SH,九州通,BB,2011,75.9,C,59.31,BB,85.35,BB,79.88
600999.SH,招商证券,BBB,2011,84.28,CCC,66.9,BBB,89.42,A,88.99
601000.SH,唐山港,CCC,2011,69.51,C,56.36,CCC,56.29,BBB,82.72
601001.SH,晋控煤业,B,2011,74.55,CC,61.04,B,73.67,BBB,81.71
601002.SH,晋亿实业,B,2011,72.86,C,57.67,B,75.25,BB,79
601003.SH,柳钢股份,B,2011,71.96,CCC,65.03,B,65.29,BBB,80
601005.SH,重庆钢铁,BB,2011,75.7,CCC,66.06,BB,70.09,BBB,84.4
601006.SH,大秦铁路,BB,2011,75.31,C,56.85,BB,71.76,A,87.23
601007.SH,金陵饭店,BBB,2011,80.48,CCC,65.48,BBB,89.1,BBB,83.16
601008.SH,连云港,CCC,2011,67.86,C,56.85,CCC,56,BB,79.27
601009.SH,南京银行,BBB,2011,80.94,CCC,67.25,BBB,80.46,A,87.8
601010.SH,文峰股份,B,2011,74.79,C,59.22,B,75.58,BBB,81.19
601011.SH,宝泰隆,BB,2011,78.27,CCC,68.04,BB,75.9,A,85.09
601018.SH,宁波港,B,2011,73.4,CC,61.03,B,56,A,88.02
601058.SH,赛轮轮胎,B,2011,74.93,CCC,66.63,B,72.48,BBB,80.82
601088.SH,中国神华,BB,2011,78.23,C,51.76,BB,88.78,BBB,83.16
601098.SH,中南传媒,BB,2011,77.95,C,59.63,BB,70.95,AA,93.33
601099.SH,太平洋,BBB,2011,80.7,CCC,65.94,BBB,85.3,BBB,84.54
601100.SH,恒立液压,BB,2011,75.65,CCC,66.63,BB,66.74,A,86.27
601101.SH,昊华能源,B,2011,73.92,C,55.12,B,73.67,BBB,83.16
601106.SH,中国一重,B,2011,74.87,CC,61.12,B,70.55,BBB,84.81
601107.SH,四川成渝,B,2011,74.39,CCC,66.19,B,65.46,BBB,82.94
601111.SH,中国国航,BB,2011,75.47,CCC,66.76,BB,63.77,A,85.53
601113.SH,华鼎股份,B,2011,72.78,CC,64.89,B,65.88,BBB,81.46
601116.SH,三江购物,BB,2011,75.78,C,49.57,BB,75.58,A,87.05
601117.SH,中国化学,B,2011,72.05,C,56.27,B,63.86,A,85.39
601118.SH,海南橡胶,BB,2011,79.86,CCC,65,BB,73.56,AA,94.93
601126.SH,四方股份,B,2011,70.95,CC,60.33,B,61.64,BBB,82.64
601137.SH,博威合金,BB,2011,75.24,CCC,65.35,BB,64.29,A,87.68
601139.SH,深圳燃气,B,2011,73.31,C,54.37,B,73.07,BBB,82.51
601158.SH,重庆水务,B,2011,73.85,C,52.76,B,73.68,BBB,84.02
601166.SH,兴业银行,A,2011,86.69,BB,76.2,A,89.16,A,89.96
601168.SH,西部矿业,B,2011,73.98,C,55.12,B,72.93,BBB,83.86
601169.SH,北京银行,BBB,2011,81.77,CCC,68.63,BBB,79.46,A,89.66
601177.SH,杭齿前进,BB,2011,75.26,CCC,66.34,BB,72.31,BBB,81.82
601179.SH,中国西电,B,2011,71.79,CC,63.7,B,60.1,BBB,83.81
601186.SH,中国铁建,B,2011,72.52,CC,63.36,B,65.32,BBB,81.92
601188.SH,龙江交通,B,2011,75,CC,64.47,B,63.88,A,85.81
601199.SH,江南水务,B,2011,73.98,CC,62.68,B,66.13,BBB,84.02
601208.SH,东材科技,BBB,2011,80.18,CC,64.89,BBB,78.5,A,89.11
601216.SH,君正集团,B,2011,72.37,C,59.25,B,65.88,BBB,83.46
601218.SH,吉鑫科技,BB,2011,79.34,CCC,68.04,BB,82.73,BBB,82.82
601222.SH,林洋能源,BB,2011,75.49,CCC,68.45,BB,68.46,BBB,83.81
601233.SH,桐昆股份,BB,2011,78.01,CC,64.89,BB,69.99,AA,90.11
601258.SH,庞大集团,BB,2011,79.89,CC,61.21,BB,100,BBB,81.27
601288.SH,农业银行,BBB,2011,80.13,B,72.98,BBB,74.03,A,87.8
601311.SH,骆驼股份,BB,2011,78.13,CCC,69.53,BB,78.5,BBB,82.28
601318.SH,中国平安,A,2011,87.68,BB,75.95,A,88.08,AA,93
601328.SH,交通银行,BBB,2011,81.75,CCC,67.27,BBB,81.66,A,88.73
601333.SH,广深铁路,CCC,2011,67.89,C,54.15,CCC,53.05,BBB,82.15
601369.SH,陕鼓动力,BB,2011,78.28,BB,76.3,BB,68.84,A,85.66
601377.SH,兴业证券,BBB,2011,80.8,CCC,65.4,BBB,83.04,A,86.59
601390.SH,中国中铁,BBB,2011,80.23,CCC,65.71,BBB,78.57,A,88.53
601398.SH,工商银行,BB,2011,79.71,B,72.98,BB,71.9,A,88.36
601518.SH,吉林高速,CCC,2011,69.08,C,59.31,CCC,42.4,A,86.34
601519.SH,大智慧,BB,2011,75.97,CCC,65.01,BB,65.4,A,86.23
601566.SH,九牧王,BB,2011,78.02,BB,76.11,BB,73.67,BBB,81.92
601567.SH,三星医疗,B,2011,72.96,CC,63.8,B,63.49,BBB,84.02
601588.SH,北辰实业,BBB,2011,82.01,B,70.03,BBB,83.34,BBB,84.7
601599.SH,浙文影业,B,2011,74.7,CCC,68.04,B,67.98,BBB,82.64
601600.SH,中国铝业,B,2011,72.67,CC,60.98,B,69.69,BBB,80.64
601601.SH,中国太保,BBB,2011,82.56,CC,63.69,BBB,79.59,AA,93.63
601607.SH,上海医药,BBB,2011,81.04,CC,61.99,BBB,90.23,A,86.17
601616.SH,广电电气,B,2011,74.65,CC,60.09,B,71.68,BBB,84.1
601618.SH,中国中冶,B,2011,71.21,C,57.02,B,65.32,BBB,82.21
601628.SH,中国人寿,BB,2011,79.36,CCC,65.94,BB,69.02,AA,92.96
601633.SH,长城汽车,BB,2011,79.19,B,72.96,BB,79.74,BBB,82
601636.SH,旗滨集团,BB,2011,78.47,CCC,66.3,BB,84.45,BBB,80.64
601666.SH,平煤股份,B,2011,71.87,C,56.35,B,75.09,BB,76.96
601668.SH,中国建筑,BB,2011,79.95,CCC,65.29,BB,76.8,A,89.33
601669.SH,中国电建,BB,2011,76.27,CCC,65.81,BB,70.28,A,85.48
601677.SH,明泰铝业,B,2011,72.49,CC,60.98,B,67.12,BBB,82
601678.SH,滨化股份,B,2011,70.49,C,48.79,B,68.22,BBB,83.1
601688.SH,华泰证券,BBB,2011,80.85,CC,61.79,BBB,84.39,A,87.48
601699.SH,潞安环能,BB,2011,79.59,C,52.31,BB,93.15,BBB,82.68
601700.SH,风范股份,B,2011,71.52,C,56.12,B,65.49,BBB,83.46
601717.SH,郑煤机,B,2011,71.83,C,54.24,B,69.12,BBB,82.64
601718.SH,际华集团,B,2011,71.47,C,59.19,B,60.55,A,85.09
601727.SH,上海电气,BB,2011,77.3,B,72.92,BB,70.76,BBB,83.94
601766.SH,中国中车,BB,2011,75.15,C,56.92,BB,72.33,A,86.37
601777.SH,力帆科技,CCC,2011,67.85,C,48.92,CCC,60.78,BBB,82.28
601788.SH,光大证券,BBB,2011,82.48,CCC,65.42,BBB,84.39,A,89.29
601789.SH,宁波建工,BB,2011,75.49,CCC,65.12,BB,74.26,BBB,81.44
601798.SH,蓝科高新,B,2011,74.24,C,56.17,B,71.83,A,85.09
601799.SH,星宇股份,B,2011,74.82,C,52.51,B,73.53,A,87.09
601801.SH,皖新传媒,BBB,2011,81.65,C,58.6,BBB,77.31,AAA,96.67
601808.SH,中海油服,BB,2011,78.41,CC,64.02,BB,83.63,BBB,81.47
601818.SH,光大银行,BBB,2011,81.21,B,70.88,BBB,78.33,A,88.14
601857.SH,中国石油,BBB,2011,80.04,CC,61.76,BBB,84.38,A,85.64
601866.SH,中远海发,CCC,2011,69.61,C,57.59,CCC,53.05,BBB,83.66
601872.SH,招商轮船,CC,2011,64.01,CCC,65.01,CC,50.56,CCC,69.38
601877.SH,正泰电器,BBB,2011,82.75,CCC,69.55,BBB,83.51,A,88.98
601880.SH,辽港股份,B,2011,73.15,C,56.85,B,68.42,BBB,84.37
601886.SH,江河集团,B,2011,71.17,C,59.26,B,69.96,BB,77.88
601888.SH,中国中免,BB,2011,75.06,C,52.21,BB,78.77,A,87.1
601890.SH,亚星锚链,B,2011,74.12,C,59.56,B,71.83,BBB,83.1
601898.SH,中煤能源,B,2011,71,C,50.17,B,59.79,A,89.35
601899.SH,紫金矿业,CCC,2011,68.01,CC,60.43,CCC,61.13,BB,76.77
601901.SH,方正证券,BB,2011,78.15,CC,61.93,BB,74.86,A,88.19
601908.SH,京运通,B,2011,72.33,CC,61.12,B,66.74,BBB,81.82
601918.SH,新集能源,B,2011,73.62,C,52.47,B,77.21,BBB,81.14
601919.SH,中远海控,BB,2011,79.68,CCC,67.96,BB,73.61,A,88.93
601933.SH,永辉超市,BBB,2011,80.28,CC,60.19,BBB,100,BBB,82.39
601939.SH,建设银行,BBB,2011,82.65,B,72.98,BBB,79.79,A,89.25
601958.SH,金钼股份,BB,2011,79.87,CC,62.87,BB,82.11,A,86.4
601988.SH,中国银行,BBB,2011,82.2,BB,75.33,BBB,76.42,A,89.51
601989.SH,中国重工,B,2011,71.05,C,57.84,B,62.91,BBB,83.28
601991.SH,大唐发电,BBB,2011,80.36,CCC,66.78,BBB,83.86,BBB,84.76
601992.SH,金隅集团,B,2011,71.97,C,59.25,B,66.74,BBB,82
601996.SH,丰林集团,BB,2011,76.33,B,72.96,BB,66.84,BBB,84.45
601998.SH,中信银行,BBB,2011,84.72,B,72.98,BBB,83.98,AA,90.84
601999.SH,出版传媒,BB,2011,79.8,C,59.63,BB,77.31,AA,91.67
000001.SZ,平安银行,BBB,2012,84.76,B,72.98,BBB,82.01,AA,92.29
000002.SZ,万科A,BBB,2012,84.27,CCC,65.41,BBB,91.88,BBB,83.28
000004.SZ,ST国华,B,2012,71.15,C,52.45,B,72.54,BB,79.77
000005.SZ,ST星源,CCC,2012,67.32,C,55.11,CCC,62.71,BB,75.91
000006.SZ,深振业A,BBB,2012,80.72,CCC,65.41,BBB,86.68,BBB,80.13
000007.SZ,全新好,CCC,2012,65.62,C,54.89,CCC,70.54,CC,64.51
000008.SZ,神州高铁,CC,2012,63.96,C,47.7,CC,57.74,BB,76.45
000009.SZ,中国宝安,CCC,2012,68.1,CC,60.58,CCC,76.25,CCC,66.27
000010.SZ,美丽生态,CC,2012,62.16,C,49.08,CC,57.95,B,71.47
000011.SZ,深物业A,B,2012,72.14,C,54.67,B,74.71,BB,75.45
000012.SZ,南玻A,BB,2012,77.63,CCC,65.55,BB,77.3,BBB,84.02
000014.SZ,沙河股份,BB,2012,76.84,C,54.89,BB,80.98,BBB,80.15
000016.SZ,深康佳A,B,2012,70.88,CC,63.95,B,66.47,BB,77.39
000017.SZ,深中华A,CC,2012,63.35,C,49.77,CC,60.45,B,72.25
000019.SZ,深粮控股,B,2012,74.43,C,56.03,B,73.76,BBB,84.28
000020.SZ,深华发A,CC,2012,63.74,C,54.3,CC,55.39,B,74.2
000021.SZ,深科技,BB,2012,79.66,B,70.5,BB,78.92,BBB,84.84
000023.SZ,深天地A,CCC,2012,67.58,C,58.7,CCC,66.67,B,72.74
000025.SZ,特力A,B,2012,70.92,C,55.34,B,80.46,B,74.44
000026.SZ,飞亚达,BB,2012,75.65,C,47.67,BB,100,BB,79.61
000027.SZ,深圳能源,BB,2012,77.81,CCC,65.41,BB,75.05,A,85.37
000028.SZ,国药一致,B,2012,72.99,C,58.3,B,85.35,BB,75.21
000029.SZ,深深房A,BB,2012,76.59,C,54.89,BB,80.39,BBB,80.15
000030.SZ,富奥股份,C,2012,58.84,C,49.35,C,57.74,CC,64.43
000031.SZ,大悦城,BBB,2012,81.26,CC,63.83,BBB,90.54,BB,78.22
000032.SZ,深桑达A,CCC,2012,69.32,C,53.54,CCC,75.58,B,74.01
000034.SZ,神州数码,B,2012,70.09,C,51.55,B,80.46,B,74.6
000035.SZ,中国天楹,CC,2012,61.01,C,56.24,CC,51.52,B,70.3
000036.SZ,华联控股,BBB,2012,80.37,C,56.47,BBB,85.16,BBB,83.71
000037.SZ,深南电A,B,2012,70.25,C,58.4,B,65.58,BB,78.67
000038.SZ,*ST大通,CC,2012,62.83,C,51.07,CC,62.98,B,70.16
000039.SZ,中集集团,BB,2012,77.23,CC,64.48,BB,73.68,A,86.14
000040.SZ,东旭蓝天,CCC,2012,65.67,C,50.54,CCC,53.37,BBB,80.19
000042.SZ,中洲控股,B,2012,73.86,C,53.09,B,75.38,BB,79.26
000045.SZ,深纺织A,C,2012,57.87,C,45.76,C,26.66,A,85.09
000046.SZ,泛海控股,BB,2012,79.09,C,58.88,BB,88.96,BB,76.42
000048.SZ,京基智农,CCC,2012,68.51,C,56.03,CCC,60.91,BBB,80
000049.SZ,德赛电池,B,2012,70.41,C,57.14,B,64.8,BBB,80.97
000050.SZ,深天马A,B,2012,71.93,CC,61.52,B,65.15,BBB,81.82
000055.SZ,方大集团,BB,2012,76.27,CC,62.32,BB,76.87,BBB,82.99
000056.SZ,皇庭国际,CCC,2012,66.15,C,53.09,CCC,80.98,C,56.42
000058.SZ,深赛格,B,2012,70.95,C,48.17,B,77.39,BBB,81.17
000059.SZ,华锦股份,BBB,2012,80.03,B,73.82,BBB,83.25,BBB,81.03
000060.SZ,中金岭南,BB,2012,79.03,B,70.75,BB,74.74,A,86.14
000061.SZ,农产品,BB,2012,78.04,CC,64.14,BB,83.74,BBB,83.13
000062.SZ,深圳华强,B,2012,73.76,C,49.57,B,100,BB,75.48
000063.SZ,中兴通讯,BB,2012,78.1,B,70.5,BB,73.68,BBB,84.96
000065.SZ,北方国际,B,2012,70.18,C,56.48,B,78.39,B,71.38
000066.SZ,中国长城,BBB,2012,82.69,BB,76.99,BBB,83.36,A,85.14
000068.SZ,华控赛格,CC,2012,62.91,C,47.59,CC,53.04,BB,77.39
000069.SZ,华侨城A,BBB,2012,80.62,CC,61.64,BBB,81.81,A,85.74
000070.SZ,特发信息,B,2012,70.91,C,53.56,B,70.82,BB,79.82
000078.SZ,海王生物,B,2012,71.17,C,47.67,B,100,B,71.75
000088.SZ,盐田港,CCC,2012,66.66,CC,60.54,CCC,34.8,BBB,84.16
000089.SZ,深圳机场,B,2012,73.59,CC,64.3,B,59.35,A,85.09
000090.SZ,天健集团,CCC,2012,69.3,C,53.99,CCC,67.99,BB,77.75
000096.SZ,广聚能源,B,2012,73.69,C,49.66,B,75.58,BBB,83.35
000099.SZ,中信海直,B,2012,70.65,CC,60.37,B,59.63,BBB,81.29
000100.SZ,TCL科技,BBB,2012,82.25,BB,78.36,BBB,78.74,A,86.6
000150.SZ,*ST宜康,CC,2012,64.32,C,40.64,CC,68.94,BB,77.72
000151.SZ,中成股份,B,2012,71.03,C,47.67,B,85.35,BB,76.32
000153.SZ,丰原药业,CCC,2012,69.53,C,56.03,CCC,68.83,BB,76.9
000155.SZ,川能动力,B,2012,72.06,CC,61.07,B,66.47,BBB,81.44
000156.SZ,华数传媒,CCC,2012,68.81,CC,61.21,CCC,57.69,BBB,83.17
000157.SZ,中联重科,B,2012,74.42,C,56.43,B,69.09,A,87.19
000158.SZ,常山北明,CCC,2012,68.45,C,51.08,CCC,60.55,BBB,82.64
000159.SZ,国际实业,B,2012,71.8,C,49.66,B,100,B,72.01
000301.SZ,东方盛虹,BB,2012,77,C,55.5,BB,82.76,BBB,83.86
000338.SZ,潍柴动力,B,2012,73.09,C,56.49,B,73.62,BBB,81.2
000400.SZ,许继电气,CCC,2012,67.11,C,54.93,CCC,60.45,BB,77.83
000401.SZ,冀东水泥,BBB,2012,81.15,BBB,83.42,BBB,80.58,BBB,80.38
000402.SZ,金融街,BB,2012,79.22,C,57.82,BB,84.74,BBB,81.04
000403.SZ,派林生物,C,2012,54.07,C,51.08,C,68.7,C,45.72
000404.SZ,长虹华意,CCC,2012,68.06,C,57.45,CCC,65.26,BB,75.37
000407.SZ,胜利股份,C,2012,59.37,C,50.94,C,65.58,C,59.72
000408.SZ,藏格矿业,C,2012,52.33,C,45.76,C,55.75,C,53.37
000409.SZ,云鼎科技,CCC,2012,68.66,C,53.16,CCC,69.47,BB,75.32
000410.SZ,*ST沈机,CCC,2012,69.18,C,49.35,CCC,67.61,BBB,80.36
000411.SZ,英特集团,BB,2012,75.52,C,51.55,BB,100,BB,77.72
000413.SZ,东旭光电,CCC,2012,65.99,C,56.09,CCC,60.1,BB,75.02
000415.SZ,渤海租赁,CC,2012,61.81,C,55.51,CC,56.34,CCC,69.36
000416.SZ,民生控股,B,2012,71.05,C,55.19,B,61.31,A,85.4
000417.SZ,合肥百货,BB,2012,76.52,C,51.65,BB,90.23,BBB,82.65
000419.SZ,通程控股,CC,2012,62.27,C,47.67,CC,80.46,CC,62.54
000420.SZ,吉林化纤,CCC,2012,67.81,C,52.29,CCC,63.26,BB,78.8
000421.SZ,南京公用,CCC,2012,67.53,C,43.79,CCC,70.18,BB,77.29
000422.SZ,湖北宜化,B,2012,71.25,B,72.08,B,47.08,A,87.13
000423.SZ,东阿阿胶,BBB,2012,80.28,CCC,65.28,BBB,81.24,A,87.29
000425.SZ,徐工机械,BB,2012,75.94,CCC,67.79,BB,69.85,BBB,84.2
000426.SZ,兴业矿业,C,2012,47.26,C,51.24,C,15.36,CCC,69.03
000428.SZ,华天酒店,BB,2012,75.87,C,45.87,BB,100,BB,79.29
000429.SZ,粤高速A,CCC,2012,69.95,CC,62.26,CCC,55.1,BBB,80.83
000430.SZ,张家界,B,2012,73.84,C,51.47,B,77.62,BBB,80.16
